	Name	Pairwise Identity	Accession	Bit-Score	Description	E Value	BlastHitOrganism	Query	BlastHitTaxonomy	GH	Metagenome	gene_id	fasta	RPKM	scaffold	KaijuTaxonomy	Domain	Phylum	Class	Order	Family	Genus	Species	Order_mg_gh_abund	Order_mg_abund	Order_mg_cnt	custom_label	is_selected	is_selected_upd	custom_label_upd	custom_label_upd_cnt
384	NED95877	60.5	NED95877	754.592	alpha-amylase [Phytoactinopolyspora alkaliphila]	0.0	Phytoactinopolyspora alkaliphila	default_control_NODE_990_length_12690_cov_5.902164_8	Bacteria; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora	GH13	Control	default_control_NODE_990_length_12690_cov_5.902164_8	default_control	1.7432	NODE_990_length_12690_cov_5.902164	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Phytoactinopolyspora; Phytoactinopolyspora halotolerans; 	Bacteria	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Phytoactinopolyspora	Phytoactinopolyspora halotolerans	6.008583690987124	4.093567251461988	14	GH13: Jiangellales	1	1	GH13: Jiangellales	14
385	WP_228473986	95.5	WP_228473986	537.724	maltose alpha-D-glucosyltransferase [Streptomyces calidiresistens]	0.0	Streptomyces calidiresistens	default_control_NODE_11289_length_4360_cov_3.306327_1	Bacteria; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces	GH13	Control	default_control_NODE_11289_length_4360_cov_3.306327_1	default_control	1.2165	NODE_11289_length_4360_cov_3.306327	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces calidiresistens; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces calidiresistens	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
386	MBA2317721	81.9	MBA2317721	728.783	alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase [Euzebyales bacterium]	0.0	Euzebyales bacterium	default_control_NODE_7114_length_5449_cov_6.597543_1	Bacteria; Actinomycetota; Nitriliruptoria; Euzebyales	GH13	Control	default_control_NODE_7114_length_5449_cov_6.597543_1	default_control	2.3295	NODE_7114_length_5449_cov_6.597543	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified Streptomyces	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
387	MBA2317720	80.5	MBA2317720	936.021	maltose alpha-D-glucosyltransferase [Euzebyales bacterium]	0.0	Euzebyales bacterium	default_control_NODE_7114_length_5449_cov_6.597543_2	Bacteria; Actinomycetota; Nitriliruptoria; Euzebyales	GH13	Control	default_control_NODE_7114_length_5449_cov_6.597543_2	default_control	2.3295	NODE_7114_length_5449_cov_6.597543	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified Streptomyces	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
388	MBA3261823	76.6	MBA3261823	644.425	alpha-amylase [Thermoleophilaceae bacterium]	0.0	Thermoleophilaceae bacterium	default_control_NODE_5948_length_5913_cov_6.337731_5	Bacteria; Actinomycetota; Thermoleophilia; Thermoleophilales; Thermoleophilaceae	GH13	Control	default_control_NODE_5948_length_5913_cov_6.337731_5	default_control	2.2677	NODE_5948_length_5913_cov_6.337731	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Actinacidiphila; Actinacidiphila yanglinensis; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Actinacidiphila	Actinacidiphila yanglinensis	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
389	MBA2576816	63.0	MBA2576816	673.7	DUF3459 domain-containing protein [Euzebyaceae bacterium]	0.0	Euzebyaceae bacterium	default_control_NODE_3517_length_7563_cov_5.727625_3	Bacteria; Actinomycetota; Nitriliruptoria; Euzebyales	GH13	Control	default_control_NODE_3517_length_7563_cov_5.727625_3	default_control	2.1354	NODE_3517_length_7563_cov_5.727625	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces oceani; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces oceani	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
390	WP_067606864	55.2	WP_067606864	510.375	carbohydrate-binding module family 20 domain-containing protein [Nocardiopsis listeri]	9.11e-173	Nocardiopsis listeri	default_control_NODE_18136_length_3437_cov_4.804464_1	Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Nocardiopsaceae; Nocardiopsis	GH13	Control	default_control_NODE_18136_length_3437_cov_4.804464_1	default_control	1.1964	NODE_18136_length_3437_cov_4.804464	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; 	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	unclassified Streptomyces	2.575107296137339	1.7543859649122806	6	GH13: Kitasatosporales	0	1	GH13: Kitasatosporales	6
391	MDQ3973854	64.9	MDQ3973854	774.237	sugar phosphorylase [Actinomycetota bacterium]	0.0	Actinomycetota bacterium	default_control_NODE_10999_length_4416_cov_4.043097_3	Bacteria; Actinomycetota	GH13	Control	default_control_NODE_10999_length_4416_cov_4.043097_3	default_control	1.247	NODE_10999_length_4416_cov_4.043097	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; 	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	unclassified Micrococcales	unclassified Micrococcales	unclassified Micrococcales	0.8583690987124464	0.5847953216374269	2	GH13: Micrococcales	0	1	GH13: Micrococcales	2
392	MCG8460523	45.1	MCG8460523	682.559	pullulanase-type alpha-1,6-glucosidase [Holophagales bacterium]	0.0	Holophagales bacterium	default_control_NODE_3893_length_7195_cov_2.110424_1	Bacteria; Acidobacteriota; Holophagae; Holophagales	GH13	Control	default_control_NODE_3893_length_7195_cov_2.110424_1	default_control	0.8697	NODE_3893_length_7195_cov_2.110424	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Cryobacterium; Cryobacterium luteum; 	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium luteum	0.8583690987124464	0.5847953216374269	2	GH13: Micrococcales	0	1	GH13: Micrococcales	2
393	WP_052667796	85.3	WP_052667796	1073.54	maltose alpha-D-glucosyltransferase [Nitriliruptor alkaliphilus]	0.0	Nitriliruptor alkaliphilus	default_control_NODE_3977_length_7134_cov_7.830665_1	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_3977_length_7134_cov_7.830665_1	default_control	3.0223	NODE_3977_length_7134_cov_7.830665	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; Nitriliruptor alkaliphilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Nitriliruptor alkaliphilus	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
394	WP_052667795	82.4	WP_052667795	1051.58	1,4-alpha-glucan branching protein GlgB [Nitriliruptor alkaliphilus]	0.0	Nitriliruptor alkaliphilus	default_control_NODE_16076_length_3646_cov_7.242925_3	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_16076_length_3646_cov_7.242925_3	default_control	3.3442	NODE_16076_length_3646_cov_7.242925	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; Nitriliruptor alkaliphilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Nitriliruptor alkaliphilus	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
395	WP_052667793	77.8	WP_052667793	571.237	malto-oligosyltrehalose trehalohydrolase [Nitriliruptor alkaliphilus]	0.0	Nitriliruptor alkaliphilus	default_control_NODE_11996_length_4228_cov_3.624428_2	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_11996_length_4228_cov_3.624428_2	default_control	1.9367	NODE_11996_length_4228_cov_3.624428	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; Nitriliruptor alkaliphilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Nitriliruptor alkaliphilus	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
396	TVR35079	77.5	TVR35079	1656.73	MAG: maltose alpha-D-glucosyltransferase [Nitriliruptor sp.]	0.0	Nitriliruptor sp.	default_control_NODE_15512_length_3709_cov_2.551211_2	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_15512_length_3709_cov_2.551211_2	default_control	1.43	NODE_15512_length_3709_cov_2.551211	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; unclassified Nitriliruptor; Nitriliruptor sp.; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	unclassified Nitriliruptor	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
397	TVR35085	75.9	TVR35085	959.133	MAG: 1,4-alpha-glucan branching protein GlgB [Nitriliruptor sp.]	0.0	Nitriliruptor sp.	default_control_NODE_24739_length_2945_cov_2.118898_2	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_24739_length_2945_cov_2.118898_2	default_control	0.9754	NODE_24739_length_2945_cov_2.118898	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; unclassified Nitriliruptor; Nitriliruptor sp.; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	unclassified Nitriliruptor	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
398	WP_052667798	74.7	WP_052667798	1020.38	alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase [Nitriliruptor alkaliphilus]	0.0	Nitriliruptor alkaliphilus	default_control_NODE_3977_length_7134_cov_7.830665_2	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_3977_length_7134_cov_7.830665_2	default_control	3.0223	NODE_3977_length_7134_cov_7.830665	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; Nitriliruptor alkaliphilus; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Nitriliruptor alkaliphilus	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
399	TVR31918	71.2	TVR31918	754.207	MAG: alpha-amylase [Nitriliruptor sp.]	0.0	Nitriliruptor sp.	default_control_NODE_27360_length_2802_cov_2.977982_2	Bacteria; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor	GH13	Control	default_control_NODE_27360_length_2802_cov_2.977982_2	default_control	0.9954	NODE_27360_length_2802_cov_2.977982	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; unclassified Nitriliruptor; Nitriliruptor sp.; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	unclassified Nitriliruptor	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
400	MDQ3973854	61.1	MDQ3973854	713.375	sugar phosphorylase [Actinomycetota bacterium]	0.0	Actinomycetota bacterium	default_control_NODE_17569_length_3489_cov_5.102872_2	Bacteria; Actinomycetota	GH13	Control	default_control_NODE_17569_length_3489_cov_5.102872_2	default_control	2.1248	NODE_17569_length_3489_cov_5.102872	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Nitriliruptoria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; unclassified Nitriliruptor; Nitriliruptor sp.; 	Bacteria	Actinomycetota	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	unclassified Nitriliruptor	3.4334763948497855	2.3391812865497075	8	GH13: Nitriliruptorales	1	1	GH13: Nitriliruptorales	8
401	MPY81785	84.3	MPY81785	480.33	DUF3459 domain-containing protein [Actinophytocola sp.]	4.0799999999999997e-165	Actinophytocola sp.	default_control_NODE_5245_length_6278_cov_2.313659_1	Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae	GH13	Control	default_control_NODE_5245_length_6278_cov_2.313659_1	default_control	0.7727	NODE_5245_length_6278_cov_2.313659	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Cutibacterium; Cutibacterium acnes; 	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0.4291845493562232	0.29239766081871343	1	GH13: Propionibacteriales	0	1	GH13: Propionibacteriales	1
402	WP_298146055	82.9	WP_298146055	707.597	glycogen debranching protein GlgX [uncultured Pseudomonas sp.]	0.0	uncultured Pseudomonas	default_control_NODE_11461_length_4327_cov_3.236941_3	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; environmental samples	GH13	Control	default_control_NODE_11461_length_4327_cov_3.236941_3	default_control	0.6997	NODE_11461_length_4327_cov_3.236941	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
403	WP_011581997	72.2	WP_011581997	909.442	MULTISPECIES: alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase [Chelativorans]	0.0		default_control_NODE_77_length_31947_cov_9.875557_28	Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae	GH13	Control	default_control_NODE_77_length_31947_cov_9.875557_28	default_control	2.2258	NODE_77_length_31947_cov_9.875557	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas; Pseudomonas sp. J380; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
404	WP_285961678	67.6	WP_285961678	1235.71	malto-oligosyltrehalose synthase [Pseudomonas tohonis]	0.0	Pseudomonas tohonis	default_control_NODE_11461_length_4327_cov_3.236941_2	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	GH13	Control	default_control_NODE_11461_length_4327_cov_3.236941_2	default_control	0.6997	NODE_11461_length_4327_cov_3.236941	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
405	WP_301051489	100.0	WP_301051489	1147.11	alpha,alpha-phosphotrehalase [Pseudomonas sp.]	0.0	Pseudomonas sp.	default_control_NODE_32_length_42577_cov_7.803271_8	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	GH13	Control	default_control_NODE_32_length_42577_cov_7.803271_8	default_control	1.6967	NODE_32_length_42577_cov_7.803271	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; unclassified Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
406	WP_301050366	100.0	WP_301050366	1380.54	alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase [Pseudomonas sp.]	0.0	Pseudomonas sp.	default_control_NODE_93_length_29840_cov_7.559991_7	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	GH13	Control	default_control_NODE_93_length_29840_cov_7.559991_7	default_control	1.6548	NODE_93_length_29840_cov_7.559991	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
407	WP_301050365	100.0	WP_301050365	2302.32	maltose alpha-D-glucosyltransferase [Pseudomonas sp.]	0.0	Pseudomonas sp.	default_control_NODE_93_length_29840_cov_7.559991_8	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	GH13	Control	default_control_NODE_93_length_29840_cov_7.559991_8	default_control	1.6548	NODE_93_length_29840_cov_7.559991	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
408	WP_301050360	100.0	WP_301050360	1199.5	malto-oligosyltrehalose trehalohydrolase [Pseudomonas sp.]	0.0	Pseudomonas sp.	default_control_NODE_93_length_29840_cov_7.559991_20	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas	GH13	Control	default_control_NODE_93_length_29840_cov_7.559991_20	default_control	1.6548	NODE_93_length_29840_cov_7.559991	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
409	WP_003207536	100.0	WP_003207536	1496.87	MULTISPECIES: glycogen debranching protein GlgX [Pseudomonas]	0.0		default_control_NODE_93_length_29840_cov_7.559991_16	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae	GH13	Control	default_control_NODE_93_length_29840_cov_7.559991_16	default_control	1.6548	NODE_93_length_29840_cov_7.559991	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
410	WP_003207521	100.0	WP_003207521	1530.38	MULTISPECIES: 1,4-alpha-glucan branching protein GlgB [Pseudomonas]	0.0		default_control_NODE_93_length_29840_cov_7.559991_9	Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae	GH13	Control	default_control_NODE_93_length_29840_cov_7.559991_9	default_control	1.6548	NODE_93_length_29840_cov_7.559991	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; 	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified Pseudomonas	3.8626609442060085	2.6315789473684212	9	GH13: Pseudomonadales	1	1	GH13: Pseudomonadales	9
411	TVR71433	90.7	TVR71433	677.167	maltose alpha-D-glucosyltransferase [Sphaerobacteraceae bacterium]	0.0	Sphaerobacteraceae bacterium	default_control_NODE_27249_length_2807_cov_2.664835_1	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_27249_length_2807_cov_2.664835_1	default_control	0.9384	NODE_27249_length_2807_cov_2.664835	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
412	TVR71433	87.6	TVR71433	348.206	maltose alpha-D-glucosyltransferase [Sphaerobacteraceae bacterium]	2.44e-109	Sphaerobacteraceae bacterium	default_control_NODE_4440_length_6799_cov_2.670783_1	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_4440_length_6799_cov_2.670783_1	default_control	1.1044	NODE_4440_length_6799_cov_2.670783	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
413	TVR71432	84.9	TVR71432	1108.59	1,4-alpha-glucan branching protein GlgB [Sphaerobacteraceae bacterium]	0.0	Sphaerobacteraceae bacterium	default_control_NODE_11716_length_4280_cov_1.925291_2	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_11716_length_4280_cov_1.925291_2	default_control	0.6489	NODE_11716_length_4280_cov_1.925291	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
414	TVR71432	81.9	TVR71432	780.4	1,4-alpha-glucan branching protein GlgB [Sphaerobacteraceae bacterium]	0.0	Sphaerobacteraceae bacterium	default_control_NODE_10410_length_4537_cov_3.379372_2	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_10410_length_4537_cov_3.379372_2	default_control	1.4764	NODE_10410_length_4537_cov_3.379372	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
415	TVR71433	79.9	TVR71433	1716.44	maltose alpha-D-glucosyltransferase [Sphaerobacteraceae bacterium]	0.0	Sphaerobacteraceae bacterium	default_control_NODE_10410_length_4537_cov_3.379372_1	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_10410_length_4537_cov_3.379372_1	default_control	1.4764	NODE_10410_length_4537_cov_3.379372	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
416	TVR71428	74.2	TVR71428	607.06	malto-oligosyltrehalose trehalohydrolase [Sphaerobacteraceae bacterium]	0.0	Sphaerobacteraceae bacterium	default_control_NODE_11716_length_4280_cov_1.925291_1	Bacteria; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae	GH13	Control	default_control_NODE_11716_length_4280_cov_1.925291_1	default_control	0.6489	NODE_11716_length_4280_cov_1.925291	cellular organisms; Bacteria; Terrabacteria group; Thermomicrobiota; Thermomicrobia; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; unclassified Sphaerobacteraceae; Sphaerobacteraceae bacterium; 	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	unclassified Sphaerobacteraceae	unclassified Sphaerobacteraceae	4.291845493562231	2.9239766081871346	10	GH13: Sphaerobacterales	1	1	GH13: Sphaerobacterales	10
